text,airline_sentiment
@united nope.  no case id either time.,neutral
"@united A3 Gold. So the international baggage limit apply when booked on 1 ticket,even for a domestic leg?  What if I travel with 2 friends?",neutral
@united already DM you my concern. Pls check.,neutral
"@united I'm aware, I fly a lot :) Just sad I had to change my shoes (boots), ha! #HappyFlight",neutral
@united same flight number different flight. I'm heading to MPLS,neutral
@united flights taking off from IAD this afternoon?,neutral
@united I will. I have to get to Bangkok. I have just 17 days to spend with my husband in his mid deployment leave. Like to get there asap,neutral
@united and a husband.,neutral
@united I take it as a compliment that I was mistaken several times as a member of your staff on my flight... time to remove my scarf :),neutral
"@united I'm glad 1K means something, lol!",neutral
@united I was able to get a seat on earlier flight sfo to ind.  Can you add me to 6pm ord to IND?,neutral
@united Yes. Luckily I was there.,neutral
@united can you please follow for a DM?,neutral
@united I was just calling the Global Services help desk so via phone.,neutral
"@united on final. Pls don't let my connection leave!!!
Conf# NPBHD0 http://t.co/eWXwXiDTfX",neutral
@united how much does a ski bag cost to check?  Bag contains 1 pair is skis and one pair of poles,neutral
@united  no thanks,neutral
@united I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue today,neutral
@United lounge @ #Heathrow Used by @AirNZUSA http://t.co/6hJucP694l,neutral
@united my dad booked through orbitz and due to weather he can't make it to the airport. Can you help him?,neutral
@united #787 to begin Newark-London Heathrow route on May 6 @PANYNJ @BoeingAirplanes @FroschTravel http://t.co/RdJ1MwFLg1,neutral
@united any last minute flight deals for your cute little #frequentflyer ??? :)))) my Friday flight was Cancelled Flightled!!,neutral
@united Hi have a question re future Flight Booking Problems. DUB-JAC 29/9 JAC-LAX 8/10 LAX-DUB 13/10. I'm *G. What is checked bag allowance for JAC-LAX?,neutral
@united 757 N33103 taxies @bhx_official departing as UA26 to Newark Liberty Airport http://t.co/IALiCEH2FT,neutral
@united First Officer of UA 1514 checking our 757 prior to departure from EWR yesterday while on his cell. Safety ??? http://t.co/1TFH2v0a7z,neutral
@united lets do that can you email boarding pass?,neutral
“@united: @Addair  We hope you don't miss your connection. For help with re-Flight Booking Problems please Follow us &amp; DM your confirmation. ^CP”done thx,neutral
@united now arrives LAX @ 8:03 am,neutral
@united we are trying to go as far away from King'sCollegeLondon as possible for #charity today. Would you help us ? #jailbreak #RAG,neutral
@united @paigeworthy : page United values your tweet b/c it's so rare that they receive tweets complimenting their service...most are fake.,neutral
"@united If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",neutral
.@united I took a screenshot and emailed it to myself. Let's DM and figure this out.,neutral
"@united @SCVPools 
Please call me at 310-795-2210.",neutral
"@united I have a voucher that expires next week, can I get an extension on it before it expires?",neutral
@united you know what would be awesome? Providing us with complimentary entertainment on your flights. Especially those longer than 6 hours.,neutral
@united San Diego to Chicago. Leaving at 6:15 am tomorrow,neutral
@united its available online I just can't figure out how to do it to guarantee same flight,neutral
@united you need to follow me so I can dm you to give you the info,neutral
@united yea I saw that I'm moving to China and have 5-6 bags will pay whatever but wanted to make sure it was ok to bring that many,neutral
@united Sure.  Follow for a sec and I will.,neutral
"@united airlines.
On flight UA 1669.
Need to make UA 3781.
Can u hold the plane for us?",neutral
@united Will the airline refuse my Canadian passport with less than 6 months remaining validity? Going to US.,neutral
@united what time should I arrive at the airport for my 6:15 am domestic flight out of San Diego?,neutral
@United #767 taxing in at #ORD @fly2ohare @AirlineGeeks #avgeek http://t.co/uPocMmuLUN,neutral
@united I am going to a service desk now to see what the options are.,neutral
"@united I have such a love hate relationship with you. Some days you're good, the others you are so terribly awful its saddening",neutral
@united How can I verify if wheelchair assistance has been requested for my next flight?,neutral
I left my dildo on the plane is there any way for me to get it back? @united,neutral
@united I have a question about my interview process I had only one interview but was the last person is that good or bad,neutral
@united landing in Chicago - saw it once we were already airborne.,neutral
@united it's done.  If you do something to make up for it I'll tweet that too.,neutral
@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009,neutral
@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?,neutral
"@united Yes, filled out the form last year. Don't have case number handy. Guess I'm not cut out for the historical society afterall",neutral
@united I just had an interview how long does it take before you hear back,neutral
"@united (2/2) I have their name (boarding pass was in there, too).  I think they might really need this. Any ideas?",neutral
@united - sitting in seat 10D on a flight back from Vegas to Chicago.  Someone left a folder that looks important in the seat pocket. (1/2),neutral
@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv,neutral
@united Lindsay and ??.  Darn.  Terrible memory on my part.  I know they are headed back to IAD and then PIT tonight.,neutral
"@united OK, thanks for the clarification.",neutral
@united as a million mile flier I'm embarrassed to ask how long ago his launched?,neutral
@united how long does it take for customer feedback to respond to a complaint?,neutral
@united or frontier ... http://t.co/n8WiNFu6C5,neutral
"@united FYI, went through this on similar flight last week.",neutral
@united assume those benefits only apply to my own reservation. Any way my partner (on diff res) can use them? Can we combine res?,neutral
@united or us air: http://t.co/Eis9hcNPrO,neutral
"@united uhuh.Group trying to get out of Nashville and into IAD today instead of tomorrow,why be preemptive though... https://t.co/yBv0xaowKv",neutral
"@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS",neutral
"@united Not waiving change fees with the snow storm coming tomorrow? IAD is under Winter Storm warning tomorrow already, what's up?",neutral
@united yes! I'll be sending an email to customer service today.,neutral
@united this is for a check-in luggage. Employee told me not to include wheels in the dimensions.,neutral
@united dmangen@visualclubconcepts.com,neutral
"@united if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",neutral
@united need to add service dog to my itinerary for tomorrow,neutral
@united DM ed u the request num,neutral
"@united bagage which i take to in the cabin i dont need to check-in,correct?",neutral
@united exactly,neutral
@united Old school ride home to LAX from Houston #flyingRetro http://t.co/6asuwx3Kv0,neutral
@united mine is GJQX6J husband is A587CW (Can't DM for some reason.),neutral
"@united Hi, we are flying into IAD tomorrow evening. Do you expect delays or Cancelled Flightlations with the snow storm?",neutral
@united Followback so I can DM plz,neutral
@united UA6357 needs de-icing! Stat! We've waited our turn...,neutral
@united yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way,neutral
@united anything yet JJ?,neutral
@united Are the current on board food menus available anywhere online?,neutral
@United Airlines Is Changing Its MileagePlus Program: Winners And Losers http://t.co/F1yvAiO9ul http://t.co/vGlx6Ykwqg,neutral
"Can I put sun in my carry on? RT “@united: @ant_kneee Right now 0 would be a heat wave, so enjoy the warmth! Can you bring some home? ^JJ”",neutral
"@united it just goes round &amp; round, it's be going on for weeks,",neutral
@united I looked on the email chain and there is not one,neutral
@united Do you also want the naming rights to my first child so I can fly home and visit with my mother and avoid more winter depression?,neutral
@united thanks. That means I have 30 minutes to make my international connection to HKG,neutral
@united @JedediahBila KP I am not traveling - we trying to cheer up Ms. Bila.,neutral
@united workin on it. Waiting on him to reply.,neutral
@united I'm in another country - please Cancelled Flight my reservation. I've booked through Swiss air,neutral
@united found the flight on @airfarewatchdog,neutral
@united DM sent.,neutral
"@united so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?",neutral
@united I left headphones in 2A on UA4689 from YHZ-EWR. It's a long shot to see them again. But worth a tweet anyway!,neutral
@united 129 thousand fans of @JedediahBila are asking you to give her your utmost effort to get her a safe flight with her baggage soon!,neutral
"“@united: @LRuns4Cupcakes Please DM details, we'd like to help if you need assistance. ^KP” @ClarkHoward #Another #Airlines #Issues",neutral
@united please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade,neutral
@united just emailed Jim Compton and Jeff Smisek so hopefully you pay attention now,neutral
@united Do miles earned with Explorer card count toward lifetime miles?,neutral
@united what do I do if something is missing from my checked baggage?,neutral
@united Frontier is currently offering their weather exceptions for this weekend. When is United?,neutral
@united done,neutral
@united past,neutral
@united Will you be issuing an exception policy for Denver for this weekend?,neutral
"@united I need a breakdown of what the ""international surcharge"" on my flights cover. Please help",neutral
@united flight #1051 on 2/23. Thx,neutral
@united Based on suggestions from other passengers I have a rental car on standby for 11:30.  One way or another will be leaving then.,neutral
@united gives Belfast a #Hug with the new unmissable #BusHug format #impact #busads #thinkbus @BelfastAirport http://t.co/AvbdstJUJS,neutral
"@united @Adam_Karren @zj76 how did you save the $200 on checked snowboard? Trying to check in this morning, website wants $200! (prem.gold)",neutral
"@united traveling from FRA thru IAD to MCO tomorrow, concerned abt IAD weather. Can't change until advisory issued? Any advice?",neutral
@united Who can I contact about requesting a charity donation? #ThankYou,neutral
@united I need a customer service manager to contact me please,neutral
"@united Will do, cheers",neutral
"@united yes. Houston Int'l, Bush.",neutral
@united Hi. My 2/23 flight from CUN-EWR shows a departure of 2:55pm on my United app.  Can you confirm?  Doesn't look correct.  Thanks.,neutral
@united Will do! Thanks!,neutral
@United to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek,neutral
@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-),neutral
@united just kidding with you I'll send you my stuff now. Thanks,neutral
@united tremendous. What would you recommend?,neutral
@united lets see of we can do this today! Hoping for an on-time dept #dullestostatecollege #runningonthreehoursofsleep #delayedovernight,neutral
@United pre-dawn flight to #miami from #EWR. Annual #SOBEWFF trip. Now.,neutral
"@united got it, look forward to hearing from you soon",neutral
@united I'll be impressed if I actually get a response! 😜,neutral
@united hi I left my asus tablet on flight to Heathrow from Newark on 16th feb and wondered how long it takes for someone to check if found?,neutral
@united Any chance you are allowing reFlight Booking Problems yet for travel out of Denver this weekend due to impending storm?,neutral
@united hello. I got off a flight a few months ago and constantly think about your peanuts. Is there anyway you could send me some?,neutral
@united round trip*,neutral
@united thanks.  Not tonight it would seem. http://t.co/WNdcEO5QlK,neutral
"@united I have a LH return business ticket from Den to Fra.If I fly domestic with you,bag can be checked through to Fra,no need to claim?",neutral
"@united Also, a United phone representative just asked me for my web password. Is that normal?",neutral
@united what is your plan to reduce delays?,neutral
@united I'm searching for flights to redeem with miles and getting different search results with 2 user accounts. Any reason why?,neutral
@United What's your phone number? Customer service question.,neutral
@united - Kids left a kindle fire HD 6 onboard UA1037 (ORD-SFO) today. Row 9ABC-DEF (we had the whole row amongst the 5 of us).  Help...,neutral
"@united Surprised to go from 1K last year to nothing this year. What happened to the ""soft landing"" policy of no more than 1 level?",neutral
@united (2/2) pay in person at Portland airport. I will be flying from Perth. This has been done by US Air.,neutral
@united what do you have in mind?,neutral
@united I understand why the pilot would get on the plane but why 1st class?  There were 5 empty coach seats near me?  I'm a Premier 1K?,neutral
"@united can someone at the airport in Portland, OR buy a ticket to be picked up and used 2days Late Flightr by other from Perth, AUSTRALIA? Thanks",neutral
@united What happens on 9:11 a.m. of 9/11 2spooky 4me m8 such spook much scare,neutral
"@united @HiltonWorldwide @Caravannyc @MaysvilleNYC 
Let's go! Join me on my first trip back to NYC…as a tourist: 
http://t.co/egaEjtRGLb",neutral
@united is z and d code airfare refundable?,neutral
"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt",neutral
@united Want to book a multi-city fare. Have miles for 1of 2 flights. An option to pay for 1st flight with miles +2nd with UMP Visa? Thanks!,neutral
@united your flights are really cheap what's the catch,neutral
@united LGJW7B. I voluntarily rerouted; 1st leg of journey was in economy and was supposed to be 8B. Res agent said she'd reserve it for me,neutral
@united my partner and I booked individual reservations for same flight. I have Pr. Silver -- can he share my premier privileges somehow?,neutral
@united sent DM's,neutral
@United line up @iah #IAH @AirlineGeeks #avgeek http://t.co/dJHXvJT201,neutral
@united Bought a round trip to Chicago two days ago...today the same flight is half that! Is there any way for me to get that discount??,neutral
@United Stars and Bars @iah #A320 @airlineguys @AirlineGeeks #avgeek http://t.co/mWSoGUC33p,neutral
@united in Bogota with no wallet is no fun. :-(,neutral
@united I will give it a couple more weeks. Thank you.,neutral
@united happens every time in and out of Newark.,neutral
@united will I make it with the delay?,neutral
@united  I'm on standby for my connecting flight. 1st on the list.  NudgeNudge I'm told there are four slots open. Save it for me.  Please.,neutral
@united looking back - never heard from anyone - I had to call and frankly got standard SOP - still think about it today,neutral
@united I am on 1528 and my connecting flight is 909,neutral
@united Just got interrogated at the United Club Chicago. #UnitedAirlines #rude #PoorForm,neutral
@united can I access Frankfurt arrival lounge when I'm flying global first class?,neutral
@united @NTrustOpen can i go  #GolfUnited,neutral
@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me,neutral
@united i would like to know if its possiable to checkin online or must it be done at Schiphol?,neutral
@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?,neutral
@united What delivery service do you use? I'd like to call them myself.,neutral
@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.,neutral
@united please reroute Oregon Women's Tennis to Santa Barbara. There's supposedly another connection from LA.,neutral
@united online inchecking able in the Netherlands (ams)?,neutral
"@united When will you have special promotions for flights departing Newark, NJ to St. John's, Antigua?",neutral
@united Hi if a premium ec upgrade was paid for &amp; then a mileage BF upgrade done is the prem Eco upgrade fare refunded?,neutral
"@United, #deaffriendly? Getting there. Read your review on http://t.co/2Brt0aTHaU: http://t.co/WzNp5q1M0H",neutral
@united DM the conf # to you - did you receive it?,neutral
@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.,neutral
@united @estellevw does she need to complain on Twitter for the refund or is it auto-applied?,neutral
"@united no, I have a pricey Chase Mileage Plus CC.",neutral
"@united I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",neutral
"@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee, which is almost the cost of ticket. Help?",neutral
@united I'm a UA 1k. I think it's @iamtedking who was looking for help,neutral
@united  RES # 0167560070877     Fsqthg   Thanks,neutral
@united @perfectomobile You really shouldn't use the word 'crashing.' Just sayin'.,neutral
"@united need assistance to change flight to get to an ailing parent..
have flight leaving Tuesday need to change ASAP to sooner #custserv",neutral
@united you need to follow me I order for me to DM....,neutral
@united Airlines is changing #mileageplus program March 1 http://t.co/4ojE523PTw,neutral
@united There is only one club at LAX  - in terminal 7 across from gate 71,neutral
@united @perfectomobile Definately not an award for employer of the year #united13,neutral
"@united  Need to change flight from this Tuesday to sooner to attend to ailing parent in FL, Need help!! #custserv",neutral
@united I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.,neutral
@united yes when I landed.,neutral
@united @iamtedking http://t.co/UCZzP9YpHk click lounges tab. Need to be flying on supported S/A airline,neutral
"@united For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines.",neutral
"@united is hiring - Flight Dispatcher - Chicago, IL (Network Operations Centerl) https://t.co/lio6oCpTEQ",neutral
@united have all 747-400s been updated with power outlets and seat-back TVs yet? Flying ORD to Tokyo-Narita on the 28th,neutral
@united any news?,neutral
"@united THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ",neutral
"@united @AmericanAir THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ",neutral
@united - who can eat at an airport for $7? #areyounew? #incompetent #no800number #feeltheheat,neutral
@united I did not.  That's why I am VERY concerned.,neutral
@united Trying to locate passenger that landed 2 hrs ago in @HeathrowAirport UA938. can you assist? Is flight still in customs? PLEASE help,neutral
@united for a fee...,neutral
"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments""",neutral
@united any updates with the DOT looking at the united fares from London to the US from last week?,neutral
"@united I don't have a milage number. I can't sent my mail to you via DM, you're not following me. I follow you now, so you can sent me a DM",neutral
@united refund?,neutral
@united aisle please,neutral
@united @staralliance good.  Maybe that will make up for losing my medallion.  #ProbablyNot,neutral
@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(,neutral
@united I have.,neutral
@united next day,neutral
@united I filled out the form but I haven’t received any sort of email confirmation that it’s been received. Is that normal?,neutral
@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za,neutral
@united ok. Can I DM you the info?,neutral
"@united KOA-LAX should have fresh food service, right?",neutral
@united will do. Thank you!,neutral
"@united Okay, thank you both.",neutral
"@united they had snacks available, just no fresh food...not sure what happened, but I'm sure we will grab a bite before our SFO connection",neutral
@united done as requested.,neutral
@united Turkish Airlines rebooked us a United flight on our second leg from FRA -&gt; IAD. Is there any way to check if upgrades are available?,neutral
@united hey I left my favorite blanket on the plane bring it back home to me:-(,neutral
@united followed &amp; DM'd.,neutral
@united I want a hotel room and a whiskey.,neutral
@united flight...gotta make this connector,neutral
@united - ok noted. All details will be DM'ed to you shortly.,neutral
@united any info on delays at SFO tomorrow due to low clouds?,neutral
@united thanks,neutral
"@united we finally just arrive to Bogota, good but long flight!!",neutral
@united Want to make my day? :) Friend is Premier &amp; I should be soon. Any chance you can upgrade our two 10 hr leg of flights to ecom plus?,neutral
@united that's of course in lax,neutral
@united ok thanks! Where are you counters located? And how Late Flight are they open?,neutral
@united DCA-EWR Flight #4372,neutral
@united any chance you could look into my problem from earlier?,neutral
@united can you please tell me where United flies to from Sydney Australia - pref Asia Pac or US as I have a voucher to redeem.,neutral
@united I have flights that don't appear to have been applied to my MileagePlus account. Can you help?,neutral
"@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!",neutral
@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!,neutral
@united was in the air. Just DMd you,neutral
@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!,neutral
@united hey! think someone could meet me with my book when I arrive at @loganairports at 10:30? It's yes please #amypoehler. Oscar took it.,neutral
"@united Hopefully They will give me a feedback, bafore my flight...",neutral
@united i now see it's 72 hours. Thanks,neutral
@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks,neutral
"@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways",neutral
@united Flight 280,neutral
@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme,neutral
"@united yes, you can. I will DM.",neutral
@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?,neutral
"@united no worries, I think it’s under control. (the emails are keeping me informed)",neutral
@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.,neutral
@united what happened to flight status map? It was so cool..,neutral
@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?,neutral
"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?",neutral
"“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”

👎",neutral
"@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787.",neutral
@united I just sent a long note with some suggestions. Thanks for getting back to me.,neutral
@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,neutral
@united PTY to PIT via IAH,neutral
@united Is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations?,neutral
@united sent,neutral
"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???",neutral
@united patiently drinking and tweeting about my experience,neutral
"@united's in-flight promo on their TV's includes Brian Williams. Tough to edit that quickly. Not a complaint, just an observation.",neutral
@united How many 787s do you currently operate and what other aircraft do you operate?,neutral
@united it's operated by united as it's a heathrow-Newark flight,neutral
@united when southwest did this to us -- a mechanical problem at least they gave us round trip vouchers. Will you step up to the pLate Flight too?,neutral
@united my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?,neutral
@united flight 5431,neutral
@united @ShulemStern @gg8929 Raise a dispute with your cc provider and they will hopefully clear it for you.,neutral
@united chase says no referral bonus. Thanks.,neutral
@united Cancelled Flighting. bought a ticket for a friend but cant get the credit under my name,neutral
@united trade show! Come by both 130 for awesome deals on #sunkist and @webbernaturals! $$ http://t.co/1L9sCWPhph,neutral
@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and can’t get in touch with anyone locally. What to do?,neutral
@united How much is baggage check for International flights?,neutral
@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf,neutral
@united if I have credit from a flight I Cancelled Flightled does the new flt have to be booked by 1 yr from orig purchase date or flown by that date?,neutral
@united this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP,neutral
@united one last thing....United club crackers...nabisco?? Where are the Pepperidge Farms?,neutral
"@united ha, this happened 10 years ago. i haven't flown with you since.",neutral
@united You please do not burn my dreams !!!  #burningman tickets sales today.,neutral
@united can you send a personal plane to get us out of school? It's icing and we don't want to get stuck here @ansleyhutson @emily_donneIIy,neutral
@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek,neutral
"@united FAIL set to song. http://t.co/Axpn28xiQB ""United Breaks Guitars"" &lt; LMAO!",neutral
"@united yes, would love an upgrade or voucher,  please give me a call 9148445695",neutral
"@united how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!",neutral
"@united 6344,6373, Sfo-Dfw also 1576 SFO-ORD",neutral
@united flying out of STL Saturday where they are expecting ice &amp; snow. When should we start looking for travel waivers? Thanks!,neutral
@united Can I add miles from my January Air China flight to my MileagePlus account?,neutral
@united I submitted a status match last week and have not heard back. Im a delta customer looking to switch to United. Please assist.,neutral
@united did not get names...Dallas flight and Chicago,neutral
@united @annricord January 15th.,neutral
"@united is pri boarding for ""Active Military"" or only ""In Uniform?"" 90% can't travel in uniform for OPSEC reason, even on official travel",neutral
@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform,neutral
@united How long can I expect the formal response to take?,neutral
"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks",neutral
"@united Do you mean ""fortunately""? I don't want my flight to be affected! 😉",neutral
"@united volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl",neutral
@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.,neutral
"@united speaking of my flight, skateboards are allowed as carry on bagage right? No extra payment needed?",neutral
@united The link in the message I was replying to. #3thparty #ITproblems,neutral
"@united Hi, I read there are weather warnings on the East Coast of the US. Would a flight from LHR to SFO be affected?",neutral
@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY,neutral
"@united Thanks. UA1121, DEN, 40 min on tarmac.",neutral
"@united I am flying from msp to dxb, my child will turn 2 during the trip do I have to buy a return ticket for my child?",neutral
"@united even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!",neutral
@united so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue,neutral
@united Hello. Just wondering how long it might take for Turkish Airlines flights to show up in my United miles. Thanks.,neutral
"@united Great, thank you!! I'll send it now.",neutral
@united returned from vacation + went to luggage services. Golf bag was presented in clear wrap that could've been used in the first place.,neutral
@united @annricord both!,neutral
@united This link in your tweet goes to someone's internal email -&gt; http://t.co/ZksX79itdN...... Probably one of your 3rd party IT contracts,neutral
@united 618 was flight out of Houston,neutral
"@united 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them.",neutral
@united is there a referral program for the Milageplus explorer card?,neutral
@united obviously,neutral
@united I sent an email describing my experience. Looking forward to a follow up to hopefully make it right.,neutral
@united how about changing RNO -DEN non-stop In May (9) from 6am to Late Flight morning or early afternoon?,neutral
@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today,neutral
@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals,neutral
"@united captain ""we apologize for the delay, the company is looking for an open gate (glance starboard side, see 5 open gates)",neutral
@united reinstating the kosher meals that were dropped shortly after the merger?,neutral
@United is it possible to upfare to P a segment where I have a GPU waitlisted?,neutral
@united I Want a Plane dad,neutral
"@united What does ""Cabin Functionality"" mean when I'm taking a customer satisfaction survey?",neutral
"@united Some 3rd party service known as EZEE flights. A man, who confirmed he was born in India, told me his name was Steve Wilson.",neutral
"@united We were told by United to ""carry over/carry back"" for the refund.",neutral
"@united no, I had to leave for work. Would have not been possible. So I would love to have this replaced now",neutral
@united does forelock guarantee the fare only or fare &amp; seats?,neutral
"@united Does the economy plus cabin also qualifies as a ""premium"" cabin?",neutral
@united no thanks,neutral
"@united Yesterday, I'm sorted now.",neutral
@united do you have an e-mail address I can write my account to? Might be less likely to disappear,neutral
"@united 877 from amsterdam to ewr, 02.27.2015, 737-300.",neutral
@united but the gate agent and club staff got me priority standby for next so might only be minor disaster...#travelingwithsmallkids,neutral
@united @gg8929 Ladies and gents - United Airlines...,neutral
@united Allright! Last question : the power outlets on my flight are available in the premium cabin. Does that include economy plus cabin?,neutral
"@united Well, It's LA and then a 2hr+ car ride to a dark Palm Springs technically. Maybe I'll get bumped to 1st class Den to PHL on Friday:)",neutral
@united I believe you have to follow me in order for me send you a DM,neutral
"@united Hi, can you email me here so i can share the details? Thanks. frank@postsecret.com",neutral
@united Can you explain how it rewards us elite Premiere 1K members?,neutral
@united for our birthdays my fiancé &amp; I want to travel Late Flight April. You're our fave airline but Frontier has this: http://t.co/uayWrr45as :-/,neutral
@united I’m resending the confirmation code in a DM,neutral
@United Airlines' CEO Jeff Smisek: Disloyal to Loyal Workers http://t.co/0cevY3P42b via @HuffPostBiz,neutral
"@united The guidelines say 10x9x17, my bag is 20x15.7x8.7, so it's a bit taller than the guidelines. Is that gonna be a problem?",neutral
"@united do you think there Will problems at Newark, NJ on Saturday due to expected snow?",neutral
@united Got it.  I am following the United page.,neutral
@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!,neutral
@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.,neutral
"@united No, I do not. I was only given a Flight Booking Problems reference number.",neutral
@united can you send me another confirmation email?,neutral
"@united sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant",neutral
"@united take a lesson from @VirginAmerica , they know how to treat customers!",neutral
"@united Hi again, any updates here?",neutral
@united Could you tell me if this bag would be accepted as a personal item ? Can i bring one carry-on bag plus this? http://t.co/U390cZpLHl,neutral
@united flt 4567 has had two more updates in the last 3 minutes.,neutral
@united was never given one,neutral
"@united No, not received any e-mails in either Inbox or junk/spam",neutral
@united What is the policy behind changing passengers' seating assignments at the gate?,neutral
@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?,neutral
"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",neutral
@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site,neutral
"@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?",neutral
"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)",neutral
@united Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4,neutral
@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards,neutral
@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!,neutral
Thx! Stand by! “@united: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JH”,neutral
